Player_Name,Elo_Hard,Elo_Clay,Elo_Grass,TBWon_Hard_GrandSlam,Break_Hard_GrandSlam,Aces_Hard_GrandSlam,DF_Hard_GrandSlam,Winners_Hard_GrandSlam,UFE_Hard_GrandSlam,BPConv_Hard_GrandSlam,BPSvd_Hard_GrandSlam,MPConv_Hard_GrandSlam,SPConv_Hard_GrandSlam,SPSvd_Hard_GrandSlam,MPSvd_Hard_GrandSlam,TBWon_Clay_GrandSlam,Break_Clay_GrandSlam,DF_Clay_GrandSlam,Aces_Clay_GrandSlam,Winners_Clay_GrandSlam,UFE_Clay_GrandSlam,BPConv_Clay_GrandSlam,BPSvd_Clay_GrandSlam,SPConv_Clay_GrandSlam,SPSvd_Clay_GrandSlam,MPConv_Clay_GrandSlam,MPSvd_Clay_GrandSlam,TBWon_Grass_GrandSlam,Break_Grass_GrandSlam,DF_Grass_GrandSlam,Aces_Grass_GrandSlam,Winners_Grass_GrandSlam,UFE_Grass_GrandSlam,BPConv_Grass_GrandSlam,BPSvd_Grass_GrandSlam,SPConv_Grass_GrandSlam,SPSvd_Grass_GrandSlam,MPConv_Grass_GrandSlam,MPSvd_Grass_GrandSlam,TBWon_Hard_Masters,Break_Hard_Masters,Aces_Hard_Masters,DF_Hard_Masters,Winners_Hard_Masters,UFE_Hard_Masters,BPConv_Hard_Masters,BPSvd_Hard_Masters,SPConv_Hard_Masters,SPSvd_Hard_Masters,MPConv_Hard_Masters,MPSvd_Hard_Masters,TBWon_Clay_Masters,Break_Clay_Masters,DF_Clay_Masters,Aces_Clay_Masters,Winners_Clay_Masters,UFE_Clay_Masters,BPConv_Clay_Masters,BPSvd_Clay_Masters,SPConv_Clay_Masters,SPSvd_Clay_Masters,MPConv_Clay_Masters,MPSvd_Clay_Masters,TBWon_Grass_Masters,Break_Grass_Masters,DF_Grass_Masters,Aces_Grass_Masters,Winners_Grass_Masters,UFE_Grass_Masters,BPConv_Grass_Masters,BPSvd_Grass_Masters,SPConv_Grass_Masters,SPSvd_Grass_Masters,MPConv_Grass_Masters,MPSvd_Grass_Masters,TBWon_Hard_Others,Break_Hard_Others,Aces_Hard_Others,DF_Hard_Others,Winners_Hard_Others,UFE_Hard_Others,BPConv_Hard_Others,BPSvd_Hard_Others,SPConv_Hard_Others,SPSvd_Hard_Others,MPConv_Hard_Others,MPSvd_Hard_Others,TBWon_Clay_Others,Break_Clay_Others,DF_Clay_Others,Aces_Clay_Others,Winners_Clay_Others,UFE_Clay_Others,BPConv_Clay_Others,BPSvd_Clay_Others,SPConv_Clay_Others,SPSvd_Clay_Others,MPConv_Clay_Others,MPSvd_Clay_Others,TBWon_Grass_Others,Break_Grass_Others,DF_Grass_Others,Aces_Grass_Others,Winners_Grass_Others,UFE_Grass_Others,BPConv_Grass_Others,BPSvd_Grass_Others,SPConv_Grass_Others,SPSvd_Grass_Others,MPConv_Grass_Others,MPSvd_Grass_Others
Jannik Sinner,2290.5,2150.0,2083.3,0.683424,0.234927,0.081473,0.018984,0.10488501800000002,0.10614112600000003,0.274459598,0.45471109600000004,0.390021534,0.39693012800000005,0.390021534,0.31402700000000006,0.3955,0.25786600000000004,0.022148,0.045087,0.09141112400000001,0.092505868,0.23920156399999998,0.39629732799999995,0.345939104,0.339918012,0.339918012,0.273686,0.547372,0.137634,0.01582,0.095711,0.0924679,0.0935753,0.2419669,0.4008788,0.3499384,0.3438477,0.3438477,0.27685,0.635904,0.21859199999999998,0.075808,0.017664,0.09759212800000001,0.09876089600000001,0.255375808,0.423094016,0.369330688,0.362902464,0.362902464,0.292192,0.368,0.239936,0.020608,0.041952,0.08505510399999999,0.086073728,0.22256934399999995,0.3687418879999999,0.32188518399999994,0.31628275199999994,0.31628275199999994,0.254656,0.509312,0.12806399999999998,0.01472,0.089056,0.0860384,0.0870688,0.2251424,0.3730047999999999,0.32560639999999996,0.3199392,0.3199392,0.2576,0.646272,0.222156,0.077044,0.017952,0.09918330400000001,0.10037112800000002,0.259539544,0.429992288,0.37535238400000004,0.368819352,0.368819352,0.296956,0.374,0.243848,0.020944,0.042636,0.086441872,0.087477104,0.22619819199999996,0.37475398399999993,0.32713331199999995,0.32143953599999997,0.32143953599999997,0.258808,0.517616,0.130152,0.014960000000000001,0.09050799999999999,0.0874412,0.0884884,0.2288132,0.37908639999999993,0.33091519999999996,0.3251556,0.3251556,0.2618
Alexander Zverev,2049.9,2035.1,1894.2,0.49679999999999996,0.188784,0.098532,0.023184,0.10994515199999998,0.10483142399999999,0.24290208,0.294678576,0.37266292799999995,0.363074688,0.294678576,0.20199225599999998,0.6624,0.221904,0.024839999999999997,0.08445599999999999,0.1139328,0.1086336,0.25171200000000005,0.3053664,0.37624319999999994,0.3053664,0.38617919999999994,0.20931840000000002,0.35521199999999997,0.129996,0.015732,0.08445599999999999,0.106812,0.10184399999999999,0.23598000000000002,0.286281,0.35272799999999993,0.286281,0.36204299999999995,0.196236,0.48,0.1824,0.0952,0.022400000000000003,0.1062272,0.1012864,0.234688,0.28471360000000007,0.3507968,0.28471360000000007,0.3600608,0.19516160000000002,0.6400000000000001,0.21440000000000003,0.024,0.0816,0.11008000000000001,0.10496000000000001,0.24320000000000006,0.29504,0.36352,0.29504,0.37312,0.20224000000000003,0.3432,0.12560000000000002,0.0152,0.0816,0.10320000000000001,0.0984,0.22800000000000004,0.2766,0.3408,0.2766,0.3498,0.1896,0.4092,0.15549600000000002,0.08115800000000001,0.019096000000000002,0.090558688,0.08634665600000001,0.20007152000000003,0.24271834400000006,0.299054272,0.24271834400000006,0.306951832,0.16637526400000002,0.5456000000000001,0.18277600000000002,0.020460000000000002,0.069564,0.0938432,0.08947840000000001,0.20732800000000004,0.2515216,0.3099008,0.2515216,0.3180848,0.17240960000000002,0.292578,0.107074,0.012958,0.069564,0.08797800000000001,0.083886,0.19437000000000004,0.23580150000000002,0.29053199999999996,0.23580150000000002,0.2982045,0.161634
Carlos Alcaraz,2079.9,2109.6,2065.1,0.369045,0.261075,0.069915,0.02478,0.13077468,0.11268882,0.29146059,0.44588601,0.43614747000000004,0.44519040000000004,0.32693669999999997,0.28659132000000004,0.590295,0.328335,0.02478,0.023895,0.133104,0.11469600000000002,0.296652,0.453828,0.45312,0.33276,0.44391600000000003,0.291696,0.590295,0.27081,0.030090000000000002,0.06903,0.14791182,0.12745593,0.329654535,0.5043163650000001,0.5035296,0.36977955,0.493301655,0.32414718,0.317754,0.22479,0.060198,0.021336,0.11259921600000002,0.097026984,0.250952508,0.383915412,0.38331648,0.28149804,0.37553036400000006,0.24675998400000002,0.508254,0.282702,0.021336,0.020574,0.1146048,0.09875520000000002,0.2554224,0.39075360000000003,0.390144,0.286512,0.38221920000000004,0.2511552,0.508254,0.233172,0.025908000000000004,0.059436,0.127354584,0.109741716,0.283838142,0.43422493800000006,0.43354752,0.31838646,0.424741086,0.279096216,0.320673,0.226855,0.060751,0.021532000000000003,0.113633592,0.09791830800000001,0.253257846,0.387442194,0.38683776000000003,0.28408397999999996,0.37898011800000003,0.24902680800000002,0.512923,0.285299,0.021532000000000003,0.020763,0.11565760000000001,0.09966240000000001,0.2577688,0.39434320000000006,0.393728,0.289144,0.38573040000000003,0.25346240000000003,0.512923,0.235314,0.026146000000000003,0.059982,0.128524508,0.110749842,0.286445579,0.438213881,0.43753024,0.32131127,0.428642907,0.281660092
Taylor Fritz,1974.9,1927.4,1877.5,0.465696,0.16236,0.099,0.021384,0.09644659199999998,0.081189504,0.213599232,0.35472729599999997,0.30950092799999995,0.30296217599999997,0.1089792,0.13622399999999998,0.396,0.18136800000000003,0.014256,0.09187200000000001,0.095885856,0.08071747200000001,0.21235737600000004,0.35266492800000004,0.30120076800000006,0.10834560000000001,0.307701504,0.13543200000000002,0.6336,0.10929600000000002,0.01188,0.13780799999999999,0.116773272,0.098300664,0.258616512,0.42948813599999996,0.366813216,0.13194720000000001,0.374730048,0.164934,0.35809199999999997,0.12484499999999998,0.076125,0.016443,0.07416158399999999,0.062429807999999996,0.164244864,0.27276379199999995,0.232959552,0.0837984,0.23798745599999993,0.104748,0.3045,0.139461,0.010962,0.070644,0.07373041200000001,0.062066844,0.16328995200000002,0.27117795600000005,0.23160513600000004,0.0833112,0.23660380799999997,0.10413900000000001,0.4872,0.084042,0.009134999999999999,0.10596599999999999,0.08979156899999999,0.075587253,0.19886042399999998,0.33025034699999994,0.282057132,0.10145939999999999,0.288144696,0.12682425,0.42335999999999996,0.14759999999999998,0.09,0.01944,0.08767871999999999,0.07380864,0.19418111999999998,0.32247935999999994,0.27542015999999997,0.099072,0.2813644799999999,0.12383999999999999,0.36,0.16488,0.01296,0.08352,0.08716896,0.07337952,0.19305216000000003,0.32060448,0.27381888000000004,0.098496,0.27972864,0.12312000000000001,0.576,0.09936,0.010799999999999999,0.12527999999999997,0.10615751999999999,0.08936423999999998,0.23510592,0.39044376,0.33346655999999997,0.11995199999999999,0.34066367999999997,0.14994
Casper Ruud,1849.4,1935.0,1677.3,0.33464399999999994,0.129904,0.050831999999999995,0.019062,0.06782090159999998,0.05835372399999999,0.161594928,0.24769727599999997,0.23300682799999994,0.264836132,0.19383229999999996,0.14853675199999997,0.706,0.223802,0.01765,0.038829999999999996,0.0922270392,0.079352988,0.219746736,0.336834012,0.36014048400000004,0.2635851,0.316857036,0.201989424,0.706,0.09531,0.021179999999999997,0.09884,0.058668599999999994,0.050478999999999996,0.139788,0.214271,0.229097,0.167675,0.20156299999999996,0.128492,0.27065399999999995,0.10506399999999999,0.041111999999999996,0.015416999999999998,0.054852315599999986,0.047195433999999994,0.13069504799999998,0.20033306599999998,0.21419466199999998,0.15676804999999996,0.18845169799999995,0.12013383199999997,0.571,0.18100699999999997,0.014275,0.031404999999999995,0.07459155719999999,0.06417925799999999,0.17772717600000001,0.272425242,0.291275094,0.21318284999999998,0.256268226,0.163365384,0.571,0.077085,0.01713,0.07994,0.047450099999999995,0.040826499999999995,0.11305799999999999,0.1732985,0.1852895,0.13561249999999997,0.16302049999999998,0.10392199999999999,0.3318,0.1288,0.05039999999999999,0.0189,0.06724451999999999,0.05785779999999999,0.1602216,0.24559219999999998,0.26258539999999997,0.19218499999999997,0.23102659999999994,0.14727439999999997,0.7,0.2219,0.017499999999999998,0.0385,0.09144324,0.07867859999999999,0.21787920000000002,0.3339714,0.3570798,0.261345,0.31416419999999995,0.2002728,0.7,0.0945,0.020999999999999998,0.098,0.05816999999999999,0.05004999999999999,0.1386,0.21244999999999997,0.22715,0.16624999999999998,0.19984999999999997,0.12739999999999999
Novak Djokovic,2150.0,2099.8,2083.3,0.4653649999999999,0.209455,0.08720499999999999,0.02771,0.10271934,0.09511049999999999,0.25806649,0.43877643999999993,0.34556815,0.38234420999999996,0.32718012,0.0,0.4075,0.30806999999999995,0.017115,0.039119999999999995,0.09426941999999999,0.08728649999999999,0.23683736999999996,0.4026817199999999,0.35089172999999996,0.30026555999999993,0.31714095000000003,0.0,0.543605,0.180115,0.025265,0.08720499999999999,0.11314971,0.10476825,0.284271185,0.4833308599999999,0.42116836499999993,0.36040278,0.380657975,0.0,0.40769399999999995,0.183498,0.076398,0.024276,0.089989704,0.08332379999999999,0.226085244,0.38440046399999994,0.334961676,0.286633872,0.30274314,0.0,0.357,0.26989199999999997,0.014994,0.034272,0.08258695199999999,0.07646939999999999,0.20748697199999996,0.35277883199999993,0.307406988,0.26305473599999996,0.27783882,0.0,0.476238,0.157794,0.022133999999999997,0.076398,0.099127476,0.0917847,0.24904248599999998,0.4234334159999999,0.368974494,0.31573936799999996,0.33348441,0.0,0.380857,0.17141900000000002,0.071369,0.022678000000000004,0.08406601200000001,0.0778389,0.211202882,0.359096792,0.312912378,0.26776581600000005,0.28281467000000005,0.0,0.3335,0.252126,0.014007000000000002,0.032016,0.077150556,0.07143569999999999,0.193828866,0.329556696,0.287171514,0.245738808,0.25954971000000004,0.0,0.44488900000000003,0.147407,0.020677,0.071369,0.09260227800000001,0.08574285000000001,0.232648933,0.39556034799999995,0.344686257,0.29495540400000003,0.31153235500000004,0.0
Daniil Medvedev,1991.0,1931.3,1894.8,0.470475,0.23715,0.06579,0.048195,0.076687425,0.07057125,0.21877087500000003,0.310983975,0.245117475,0.26770027499999993,0.22676894999999997,0.16278435,0.765,0.198135,0.035955,0.039779999999999996,0.08628894,0.07940699999999999,0.2461617,0.34992017999999997,0.30121721999999995,0.25516115999999994,0.27580698,0.18316548,0.478125,0.15147000000000002,0.3825,0.08415,0.09352125,0.08606249999999999,0.26679375,0.37924875,0.32646375,0.2765475,0.29892375000000004,0.19851749999999996,0.41020500000000004,0.20677,0.057361999999999996,0.042021,0.06686341500000001,0.06153075,0.19074532500000002,0.271145505,0.23340664499999997,0.19771881,0.213716805,0.14193092999999998,0.667,0.17275300000000002,0.031349,0.034684,0.075234932,0.0692346,0.21462726000000001,0.305093804,0.26262991599999996,0.22247384799999997,0.240474844,0.159701144,0.416875,0.13206600000000002,0.3335,0.07337,0.08154075000000001,0.0750375,0.23261625000000002,0.33066525,0.28464225,0.24112050000000002,0.26063025000000006,0.17308649999999998,0.33087,0.16678,0.046268,0.033894,0.053931810000000004,0.0496305,0.15385455000000003,0.21870507000000003,0.18826502999999997,0.15947934,0.17238327,0.11448102,0.538,0.13934200000000002,0.025286000000000003,0.027976,0.060684248,0.055844399999999995,0.17311764000000002,0.24608765600000002,0.21183642399999997,0.17944667199999997,0.193966216,0.128814416,0.33625000000000005,0.10652400000000001,0.269,0.05918,0.06577050000000001,0.060524999999999995,0.1876275,0.26671350000000005,0.2295915,0.194487,0.21022350000000004,0.13961099999999999
Alex de Minaur,1900.4,1824.3,1805.5,0.6224000000000001,0.2352,0.0592,0.0296,0.07203600000000002,0.08324160000000001,0.22304480000000002,0.2977488000000001,0.26680000000000004,0.29508080000000003,0.28387520000000005,0.19423040000000003,0.0,0.3048,0.032,0.0288,0.07203600000000002,0.08324160000000001,0.22304480000000002,0.2977488000000001,0.29508080000000003,0.28387520000000005,0.26680000000000004,0.19423040000000003,0.8,0.2968,0.0304,0.0472,0.08640000000000002,0.09984000000000001,0.26752000000000004,0.3571200000000001,0.35392000000000007,0.34048000000000006,0.32000000000000006,0.23296000000000003,0.518926,0.196098,0.049358,0.024679,0.060060015000000015,0.069402684,0.185963602,0.24824806200000007,0.24602361700000003,0.23668094800000006,0.22244450000000002,0.16193959600000002,0.0,0.254127,0.026680000000000002,0.024012,0.060060015000000015,0.069402684,0.185963602,0.24824806200000007,0.24602361700000003,0.23668094800000006,0.22244450000000002,0.16193959600000002,0.667,0.247457,0.025346,0.039353,0.07203600000000002,0.08324160000000001,0.22304480000000004,0.2977488000000001,0.2950808000000001,0.28387520000000005,0.26680000000000004,0.19423040000000003,0.5764980000000001,0.217854,0.054833999999999994,0.027416999999999997,0.066723345,0.077102532,0.206595246,0.27578982600000007,0.273318591,0.26293940400000004,0.24712350000000002,0.179905908,0.0,0.282321,0.02964,0.026676,0.066723345,0.077102532,0.206595246,0.27578982600000007,0.273318591,0.26293940400000004,0.24712350000000002,0.179905908,0.741,0.274911,0.028158,0.043718999999999994,0.080028,0.09247680000000001,0.24779040000000002,0.33078240000000003,0.32781840000000007,0.3153696,0.2964,0.2157792
Tommy Paul,1914.4,1869.3,1871.5,0.34425,0.22644,0.057374999999999995,0.017595,0.08470233,0.08623309500000001,0.22349169000000002,0.34085034000000003,0.322991415,0.33778881000000005,0.21022506,0.16991491500000003,0.510255,0.2754,0.014535,0.031365000000000004,0.088893,0.0904995,0.23454899999999998,0.35771400000000003,0.354501,0.220626,0.3389715,0.1783215,0.765,0.192015,0.015300000000000001,0.06273000000000001,0.10578267000000001,0.107694405,0.27911331,0.42567966000000007,0.42185619,0.26254493999999995,0.403376085,0.212202585,0.27,0.17759999999999998,0.045,0.0138,0.06643320000000001,0.06763380000000001,0.17528760000000002,0.2673336,0.2649324,0.16488239999999998,0.2533266,0.1332666,0.4002,0.216,0.011399999999999999,0.0246,0.06971999999999999,0.07098,0.18395999999999998,0.28056,0.27803999999999995,0.17304,0.26586,0.13985999999999998,0.6,0.15059999999999998,0.012,0.0492,0.08296680000000001,0.0844662,0.2189124,0.3338664,0.3308676,0.20591759999999995,0.31637339999999997,0.16643339999999998,0.33345,0.21933599999999998,0.055575,0.017043,0.082045002,0.08352774300000002,0.21648018600000002,0.33015699600000004,0.327191514,0.203629764,0.312858351,0.16458425100000001,0.49424700000000005,0.26676,0.014079,0.030381000000000002,0.08610419999999999,0.0876603,0.2271906,0.3464916,0.3433794,0.2137044,0.3283371,0.1727271,0.741,0.185991,0.01482,0.060762000000000004,0.10246399800000001,0.10431575700000001,0.270356814,0.41232500400000005,0.408621486,0.25430823599999997,0.390721149,0.20554524899999999
Andrey Rublev,1849.4,1935.0,1677.3,0.25464800000000004,0.10897600000000002,0.06505200000000001,0.017792000000000002,0.05394200800000001,0.044298744,0.10939077600000001,0.20793288000000001,0.176893624,0.148566536,0.13711516,0.10035021600000003,0.29912800000000006,0.13066,0.022796000000000004,0.042256,0.064392028,0.052880604000000005,0.13058271600000002,0.24821508000000003,0.17734787600000002,0.16367806000000001,0.21116268400000002,0.11979075600000003,0.24408400000000002,0.05393200000000001,0.019460000000000005,0.0417,0.06518822,0.05353446,0.13219734000000002,0.2512842,0.17954074000000003,0.16570190000000004,0.21377366000000003,0.12127194000000002,0.291288,0.124656,0.074412,0.020352000000000002,0.06170344800000001,0.050672664,0.125130456,0.23785128,0.169943016,0.15684396,0.202345944,0.11478909600000002,0.342168,0.14945999999999998,0.026076000000000002,0.048336,0.073657068,0.060489324,0.149371596,0.28392948,0.202865556,0.18722886,0.241545804,0.137026836,0.279204,0.061692000000000004,0.022260000000000002,0.0477,0.07456782,0.061237259999999995,0.15121854,0.2874402,0.20537394,0.18954390000000002,0.24453246,0.13872114000000002,0.24961000000000003,0.10682000000000001,0.063765,0.01744,0.05287481000000001,0.04342233,0.10722657000000001,0.2038191,0.14562727,0.13440245000000003,0.17339393,0.09836487000000002,0.29321,0.128075,0.022345000000000004,0.041420000000000005,0.063118085,0.051834405,0.127999245,0.24330435,0.173839195,0.160439825,0.206985005,0.11742079500000002,0.23925500000000002,0.052865,0.019075,0.040875,0.06389852500000001,0.052475325,0.12958192500000001,0.24631275,0.175988675,0.16242362500000004,0.20954432500000003,0.11887267500000002
